station_id,longitude (degrees east),latitude (degrees north),date_time,depth (meters),sea_water.pressure (dbar),wind.from_direction (deg),wave.height (m),sea_water.salinity (psu),wave.from_direction.wrt_dominant_wave_period (deg),wind.speed.standard_deviation (m/s),wind.from_direction.standard_deviation (deg),frequency.measurement.oxygen.sensor (Hz),oxygen.fractional_saturation.in_sea_water (%),air.temperature (degC),wave.from_direction.mean (deg),dominant.wave.period (s),wave.period.mean (s),temperature.dew_point (degC),visibility.in_air (nmi),height.water_surface.above_reference_datum (m),sea_water.electrical_conductivity (uS/m),wind.speed (m/s),time.wrt_wind_speed.maximum (seconds since 1970-01-01 00:00:00),wind.from_direction.wrt_wind_speed.maximum (deg),wind.speed.maximum (m/s),sea_water.pressure.expressed_as.height (m),sea_water.current.speed (m/s),sea_water.current.to_direction (deg),air.pressure (hPa),mole.concentration_of.dissolved_molecular.oxygen.in_sea_water (umol/kg),existence.reporting_mode.wrt_platform (-),carbon_dioxide.fugacity.in_sea_water (uatm),volume_beam_attenuation_coefficient.radiative_flux.in_sea_water (1/m),emissivity_ratio_of_425nm_peak_to_685nm_peak (-),sea_water.sigma_theta (kg/m**3),sea_surface.temperature (degC),sea_water.temperature (degC),air.pressure.at_sensor_altitude (hPa),sea_water.current.speed.u (m/s),sea_water.current.speed.v (m/s),air.pressure.at_sea_level (hPa),height.water_surface.above_reference_datum.due_to_tides (m),mass.concentration_of.chlorophyll.in_sea_water (mg/m**3),mole.concentration_of.dissolved_molecular.oxygen.per_unit_mass.in_sea_water (umol/kg),wind.from_direction.mean (deg),water.volume.transport.from_rivers.into_sea_water (m**3/s)
3509743,-52.4958000183,-68.5591964722,2001-09-08T03:04:00Z,-50,,,,,,,,,,,,,,,,,,,,,,,0.421047508717,301.500522589,,,,,,,,,,,-0.358999997377,0.219999998808,,,,,,
3509743,-52.4958000183,-68.5591964722,2001-09-08T03:04:00Z,-40,,,,,,,,,,,,,,,,,,,,,,,0.443081259727,302.183575657,,,,,,,,,,,-0.375,0.236000001431,,,,,,
3509743,-52.5761985779,-68.3180999756,2001-09-08T04:01:00Z,-50,,,,,,,,,,,,,,,,,,,,,,,0.286750763655,328.693568392,,,,,,,,,,,-0.149000003934,0.245000004768,,,,,,
3509743,-52.5761985779,-68.3180999756,2001-09-08T04:01:00Z,-40,,,,,,,,,,,,,,,,,,,,,,,0.313576132059,319.656347026,,,,,,,,,,,-0.202999994159,0.238999992609,,,,,,
3509743,-52.7047996521,-68.0929031372,2001-09-08T05:01:00Z,-60,,,,,,,,,,,,,,,,,,,,,,,0.0772010311484,36.5730299675,,,,,,,,,,,0.0460000000894,0.0619999989867,,,,,,
3509743,-52.7047996521,-68.0929031372,2001-09-08T05:01:00Z,-50,,,,,,,,,,,,,,,,,,,,,,,0.0518555678427,50.4773690043,,,,,,,,,,,0.0399999991059,0.0329999998212,,,,,,
3509743,-52.7047996521,-68.0929031372,2001-09-08T05:01:00Z,-40,,,,,,,,,,,,,,,,,,,,,,,0.0536003746092,75.9637588544,,,,,,,,,,,0.0520000010729,0.0130000002682,,,,,,
3509743,-52.8457984924,-67.8585968018,2001-09-08T06:01:00Z,-50,,,,,,,,,,,,,,,,,,,,,,,0.368317812681,118.722184229,,,,,,,,,,,0.323000013828,-0.177000001073,,,,,,
3509743,-52.8457984924,-67.8585968018,2001-09-08T06:01:00Z,-40,,,,,,,,,,,,,,,,,,,,,,,0.389852553606,120.182383051,,,,,,,,,,,0.337000012398,-0.195999994874,,,,,,
3509743,-52.9917984009,-67.6186981201,2001-09-08T07:01:00Z,-50,,,,,,,,,,,,,,,,,,,,,,,0.558032274246,126.253833826,,,,,,,,,,,0.449999988079,-0.330000013113,,,,,,
3509743,-52.9917984009,-67.6186981201,2001-09-08T07:01:00Z,-40,,,,,,,,,,,,,,,,,,,,,,,0.589143455029,125.60551227,,,,,,,,,,,0.479000002146,-0.342999994755,,,,,,
3509743,-53.1399002075,-67.3724975586,2001-09-08T08:01:00Z,-50,,,,,,,,,,,,,,,,,,,,,,,0.589788138866,134.17565115,,,,,,,,,,,0.423000007868,-0.411000013351,,,,,,
3509743,-53.1399002075,-67.3724975586,2001-09-08T08:01:00Z,-40,,,,,,,,,,,,,,,,,,,,,,,0.619948387146,132.646699644,,,,,,,,,,,0.456000000238,-0.419999986887,,,,,,
3509743,-53.2845001221,-67.1285018921,2001-09-08T09:01:00Z,-50,,,,,,,,,,,,,,,,,,,,,,,0.400745540857,141.585805343,,,,,,,,,,,0.248999997973,-0.31400001049,,,,,,
3509743,-53.2845001221,-67.1285018921,2001-09-08T09:01:00Z,-40,,,,,,,,,,,,,,,,,,,,,,,0.422042667866,138.073339581,,,,,,,,,,,0.282000005245,-0.31400001049,,,,,,
3509743,-53.4233016968,-66.8981018066,2001-09-08T10:01:00Z,-60,,,,,,,,,,,,,,,,,,,,,,,0.141481459141,253.998981629,,,,,,,,,,,-0.136000007391,-0.0390000008047,,,,,,
3509743,-53.4233016968,-66.8981018066,2001-09-08T10:01:00Z,-50,,,,,,,,,,,,,,,,,,,,,,,0.0956033468246,217.349340845,,,,,,,,,,,-0.0579999983311,-0.0759999975562,,,,,,
3509743,-53.4233016968,-66.8981018066,2001-09-08T10:01:00Z,-40,,,,,,,,,,,,,,,,,,,,,,,0.0933434516191,184.916570061,,,,,,,,,,,-0.00800000037998,-0.0930000022054,,,,,,
3509743,-53.5517997742,-66.6815032959,2001-09-08T11:01:00Z,-60,,,,,,,,,,,,,,,,,,,,,,,0.351829528809,290.289197368,,,,,,,,,,,-0.330000013113,0.122000001371,,,,,,
3509743,-53.5517997742,-66.6815032959,2001-09-08T11:01:00Z,-50,,,,,,,,,,,,,,,,,,,,,,,0.33593454957,289.837387185,,,,,,,,,,,-0.316000014544,0.11400000006,,,,,,
3509743,-53.5517997742,-66.6815032959,2001-09-08T11:01:00Z,-40,,,,,,,,,,,,,,,,,,,,,,,0.312865793705,289.998750404,,,,,,,,,,,-0.293999999762,0.107000000775,,,,,,
3509743,-53.6735992432,-66.4766998291,2001-09-08T12:01:00Z,-60,,,,,,,,,,,,,,,,,,,,,,,0.57918047905,295.901420375,,,,,,,,,,,-0.521000027657,0.252999991179,,,,,,
3509743,-53.6735992432,-66.4766998291,2001-09-08T12:01:00Z,-50,,,,,,,,,,,,,,,,,,,,,,,0.581915795803,295.552240615,,,,,,,,,,,-0.524999976158,0.250999987125,,,,,,
3509743,-53.6735992432,-66.4766998291,2001-09-08T12:01:00Z,-40,,,,,,,,,,,,,,,,,,,,,,,0.578719258308,296.03372797,,,,,,,,,,,-0.519999980927,0.254000008106,,,,,,
